feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
0.4779082185471672,-0.9130999036452154,-0.14225711377394215,-0.8883929845101258,0.10123150537567259,0.5571239885571716,0.6038565754371533,0.3926274179881549,-0.06878761684844603,-0.421507123455616,0.6468516710071114,-0.1515523967538276,0.48951256508066965,-0.5845926345904813,-0.2252170379582352,0.7150349346292393,-0.08412722883901634,0.041213256654150474,0.19450777503564068,-0.14202161796285884,0
-0.3074750987568196,-0.09722525720931736,0.9363200617326396,0.6424663064039766,1.1656975107446048,-0.39936761223595235,-0.30498256474762164,-0.3227771034168062,0.028460756023796923,0.18839823211707044,-1.5019686001200943,0.21351289655228026,-0.2994225391017192,0.4743251720166869,-0.1384529572560726,-0.7839257943722543,0.10126769677194199,-0.06689516106018908,-0.021799455962155587,0.4815976549444249,0
1.0479257432462954,1.4033789059778712,-0.4889397738919006,-1.913669094836099,-0.08273540930709561,1.2018003223636178,1.364555533284538,2.3949059764498717,-0.15848418785975424,-0.9643555661384969,0.010144596164077535,-0.27612131688183245,1.0808879991028413,-1.2342835938782197,-1.635954452635826,0.07538849130721371,-0.1616334965464309,0.07081032597105573,0.47656178704776864,0.8639117438509128,0
-0.24940721208908465,-0.4317339652519865,1.6398175418389656,0.19500269160983486,1.0707356904044085,-0.1356728396566178,-0.6316174124616853,0.08260164742415907,0.09574901397760122,0.5336689244073971,0.944195902004066,-0.3604696979132745,-0.31426397411896145,-0.06704833721826044,0.0007619256874108847,0.578894723705065,-0.1347212809018508,0.13149265439273644,-0.4930795628032876,0.6489375135468759,0
0.049466451156831764,0.5306351637445099,-2.463684123905563,-0.006238764238314265,0.7356085703155483,0.00818306016298555,0.16348858080230433,1.1818964527719358,-0.026217629120936937,-0.14372552707343356,1.1900387532070433,0.12457242673234539,0.0694302569906776,0.05823406505227318,-0.28063747931345684,0.21553197979408253,0.048289593161487725,-0.0445550346499301,0.14507887747145967,-0.18268976668132056,0
0.23886834456545994,0.6361374545556571,0.3704793485435755,-0.5864532896052048,1.4610038859373184,0.3606775972719597,0.13403206793549804,1.050454691845308,-0.002650636368385757,-0.04436674129520875,0.9290760208771718,-0.3087895506483747,0.21349421362744447,-0.48948305881078935,-0.7302215721970536,0.19906841408602538,-0.13674956493733686,0.10171514953848104,-0.11037914460136923,-0.41290202884011057,0
0.12673026896469444,-0.8532530194628871,-0.3863268410459322,-0.19625266468678249,1.9062623629072755,0.12503235712517824,0.20646406136109197,1.7194112344613393,-0.027003469712532355,-0.15770139137760814,1.6226585067562975,0.0241667279287035,0.1384163418633337,-0.10053776383308644,0.9984940228543432,1.271679982401509,0.0038434092030146133,-0.011471627829799961,0.1089079154627434,0.3791273256831341,0
-0.39659682207053104,-1.6932359357494662,0.5612736669845426,0.707836160299308,-1.2493399688901214,-0.4453592968740621,-0.5357603923428382,-0.12240546087307999,0.0636357188904342,0.38413101395234445,-0.14920140559986197,0.0776500643409246,-0.4126635177857657,0.4443940263872645,-0.4662308445310728,-0.42184172750333265,0.05026035384158403,-0.017452770630040963,-0.2042781243705292,-0.3164207315768698,0
1.9066576369330488,-1.2747288192980464,-1.275694384954344,-3.079229350929547,0.08706679534573893,1.9542015266453978,2.957090977000103,1.7144828191002923,-0.37805891272241043,-2.224769074421591,-1.8991447267481725,0.15641741507262708,2.054761043144665,-1.687981913287176,0.9867126370234623,-0.8766087500899676,-0.02636434519584041,-0.10047931888883141,1.4539671836387509,0.34436628701029054,0
0.9005784537911186,-1.2055857953866387,-0.5804885248949396,-1.186679695791469,-0.5808077657594567,0.7684690038239745,1.7121760589402624,-1.5288506186362698,-0.23822416202644703,-1.3634996604380563,-1.167931445104132,0.5119994994783195,1.0291404811273253,-0.426380508885016,-0.23555062514691918,0.8898081894354698,0.1655860437841999,-0.1999584015332935,1.0770438628236525,0.8147036844294885,0
-0.5169827774982514,-0.23156682297097733,-2.0557548752206394,0.8114361963389378,-1.3046080099464927,-0.5163165430016391,-0.8294723542146174,2.3041026793025385,0.1077416990672215,0.6306626204485545,-0.5962015832840377,-0.08084099581503645,-0.5622811525561912,0.4251557753502322,-0.7286700222709784,-0.06294170734782419,-0.008467872543710217,0.04062081185444051,-0.4284710266047686,-2.145215529727163,0
-0.1363549238600308,2.2051873001591,-0.8128104895617866,0.30020492552894273,-0.3962353100691686,-0.18593446062797592,-0.11723256858009834,-0.17559613466295235,0.009214148575367382,0.06568988067226941,-0.09142036196912011,0.11970964057608771,-0.12943640612816534,0.23153245885875803,-1.6176638046330563,1.8128902199409256,0.055077801735277064,-0.03837596513758196,0.012624483064094156,0.23837740484116443,0
0.7421861531558518,-0.6611077710652656,-1.1807154698480842,-1.0211630979103468,0.5698545334814773,0.658247825785329,1.3601513402870162,0.7610727282651897,-0.18670174109520274,-1.073247464525437,-0.9183791111959314,0.3512688249929463,0.8386817788490156,-0.4112277923303965,-0.43700892217255105,0.9775099650208364,0.10774027959342791,-0.14018764162449976,0.8246507553969269,1.007228791214547,0
0.8019503690358377,-1.4844245617289509,1.1594979535736338,-1.1186119897564633,-0.268943188407163,0.7200394146428031,1.4517452600764469,1.454955682372252,-0.1983447087193163,-1.1418963889125835,1.0927376267430766,0.35464929307319953,0.9028846393808398,-0.4654265072173712,1.5421334540894287,-0.21642099730751954,0.10629521308812649,-0.14280724267173278,0.8688691565848602,-0.08463638723075591,0
1.1911363973697102,1.7427441310976095,-0.3174556732064268,-1.9594942807777103,0.5789369021319961,1.2415186522282928,1.805163055432101,-0.765799152382313,-0.22820126287056308,-1.34803480913729,-2.0231078446887714,0.0390991152708819,1.275818749935154,-1.1041507365417593,-0.8937324520338505,-0.3994143037555138,-0.040291445335340334,-0.04236812995369304,0.8561104493795394,-0.28343740618937086,0
0.7506528540790712,1.6060435638304174,-0.6153398281138734,-1.1208197538762383,1.2847186910062534,0.7165628686693898,1.2719815758121973,0.6767312270125365,-0.16922323160259087,-0.9827172872947855,2.6046549067155356,0.2112664272257326,0.8289848780049657,-0.5378372210271417,0.11497463493052258,-1.4906590625873208,0.050447955280107884,-0.09166052897556567,0.7057709821960909,-0.6049144639407158,0
1.9637304599018832,-0.0348483947896606,0.7937754370804251,-2.994078620960863,-1.6082019271260284,1.9103307549009076,3.2545197915750648,0.4135000722919476,-0.4288836178035822,-2.4984383643885306,0.02888909759264621,0.45125866547600324,2.1550821809675678,-1.4928608871540598,0.9585685617289899,-0.4415573018187567,0.09075889643998675,-0.2044845612662997,1.7559701629510844,-1.0750614089668917,0
0.8911957633612645,-1.5073732025979647,1.353800544811883,-1.4839259631514359,-0.3515717139086989,0.9391975467664914,1.3295706692564804,0.19715140146672278,-0.16676010709717237,-0.9877372201459641,-0.1825683269386385,4.0256519251578186e-05,0.9506463010760863,-0.8508459167434216,-0.9222547807859096,-1.2477334205587838,-0.04201708732831055,-0.021530933022671797,0.6145089591625095,0.8251775798443923,0
0.18781319991726414,-0.3785881135190968,0.33363759040473084,-0.18765728934377524,-1.9828147495489548,0.12572769829187777,0.42754851770208213,-0.5296296870320089,-0.06300945262486826,-0.3542127247666996,1.7950354768074441,0.20466416214790686,0.22771911028667277,-0.006048677491921183,0.9716988235028428,0.6374829476049831,0.07431144012601497,-0.07577330502228236,0.3118156141928265,-0.9362257531402611,0
1.0640717914616238,0.8652574313876956,0.4652404511171041,-1.5582291341825045,0.0586147173878169,0.9981035011912457,1.8390800251807906,0.4538985522385855,-0.24668868628968882,-1.4287227430966964,-0.6517312981232127,0.34949036540206563,1.181800146811953,-0.7200576619786926,0.6221511317059571,-0.30567930467193466,0.09183575648775952,-0.14734016898103108,1.0450043036654333,0.8449574805961836,0
0.7233969311757767,-0.22365016065444904,-0.18591971272707689,-0.9888869611491122,-0.8908650879237572,0.6378748893787713,1.3332865015287494,-1.6960697499726314,-0.1834065512171273,-1.0535792866813292,0.3630754601113264,0.3528884212648135,0.8188559213517547,-0.39191740716127044,0.24218443334630413,1.1910472965734213,0.10928463526484267,-0.14029774021626779,0.8131384966853045,0.30154146683681304,0
0.9445450731631375,1.8964213369641447,0.35126604201431433,-1.5743390924436549,0.07492364221950949,0.9963333192207345,1.4072990732910822,-0.22125645590365595,-0.17639045325824426,-1.0450189771783922,0.05709741290578903,-0.0025450966162385677,1.0072083062331896,-0.903970574017975,-1.7207137061047537,0.6681575108680201,-0.045583933337354075,-0.021919091752582533,0.6489898315299996,0.30161247540205705,0
0.5414094444157638,0.009397070429202582,0.6355035447156542,-0.6384123059271853,-1.7596689691420537,0.41869378213042063,1.1176813171831856,0.1439236545029248,-0.15992475044338517,-0.9072865533450648,-0.43862831378177897,0.4305211986803113,0.6351144458104232,-0.15243888978849976,-0.7905488350420617,0.8836144317788382,0.14941586715046637,-0.16292599501832195,0.7568165727541423,1.358872127858523,0
0.5914701044575648,0.2606771929580689,-1.7279790235999564,-0.98431385341359,-0.8986925708486472,0.6230160908509268,0.8830479505810486,-0.40282929373536275,-0.11079597072909353,-0.6561738261795893,0.478714791796798,0.0009108204190259851,0.6310445919812112,-0.5639421796704638,0.1611761336342103,0.1689655182316488,-0.027526687554169524,-0.014597416407397978,0.40862578270586236,-1.2911754114273717,0
0.5360711106056975,1.0715053612797754,0.9444835354158813,-1.0570909185022463,-0.8755892009049719,0.6598986857102062,0.6059779698587029,1.5329294733270802,-0.06366233921705344,-0.4020641464445725,-0.6492203888867166,-0.2691222998797969,0.5358275569781457,-0.739658802421628,0.1580954575747467,0.8643647757314957,-0.13464755758957866,0.08073228844675655,0.12987657549527895,-0.9517221273158184,0
-0.324517372663017,-0.30462132492599786,1.400959277729101,0.5497960570683713,0.03737245430874005,-0.34744834553453424,-0.4730198303500668,0.6374647104918122,0.0586194459112759,0.3486435345321671,-0.28651831012249773,0.015438347787687063,-0.3440983401239502,0.32290698339302504,-0.1291924837791259,0.9051796505669556,0.021579639293278212,0.0024613828184220842,-0.20999955335018924,0.46780602861608656,0
0.6452588341977263,-1.391885421227521,0.7449608109494047,-1.136653715169522,-0.7888815353355542,0.7159422969900137,0.8893348924184031,0.12889991341633894,-0.10687407090584805,-0.6424800888683242,-2.033451427948401,-0.10181007931015369,0.6746800290456644,-0.7022609269707768,0.5863197089149107,-0.9177233578615299,-0.07180649553544832,0.019858636866339253,0.354206478898083,0.581676885215374,0
0.9874401932479372,0.547695933250687,-0.4043016085933901,-1.7971124394975118,1.6232637705618196,1.1289111881790177,1.2929822277916425,-0.6960111704632,-0.1506959132618675,-0.9158182667105567,-0.7465177627650159,-0.2502005146580303,1.0198353691640123,-1.154589781086437,-0.18906904041132197,0.31599031118658344,-0.14824720571565453,0.06324826192266668,0.45794830740643216,0.6375815618867761,0
0.541818611908092,-0.5212665973235866,-1.2073319968398417,-1.1782360533470113,0.615163203683238,0.7303669841105306,0.4831004199651343,1.3383685495365274,-0.03987851392421103,-0.2781389345074421,-0.3835655644061074,-0.4516960287572736,0.5175352408622685,-0.899712843854561,0.3653918191297132,-2.528715764293775,-0.2091114077819586,0.1441431291043866,-0.02880163192969412,0.105162305693403,0
1.355709963795459,0.6679803593175242,-1.2721074956524567,-2.3075374239604325,0.28946624230039625,1.4576832291556194,1.9634917019568268,-1.4750331661994045,-0.24250595579734827,-1.444005851321587,-0.6742512389484298,-0.0820025660321445,1.4351698423246628,-1.3638037865392196,-1.510696691323003,-0.636299910773665,-0.0972658713635649,-0.004188935709411562,0.8617024549561489,-0.5573410614677611,0
0.8439471678067818,0.17031188059896274,1.9414492808419335,-1.467799765534034,0.014604542718500035,0.9255119749844417,1.1853906314626652,-0.6117496411839325,-0.14398323638653987,-0.8623287282379054,-0.3359836366435132,-0.10231003809502087,0.8865545281699709,-0.8923842949142834,-0.6087870582602279,-1.3831704579801696,-0.08138084401295885,0.015235554084028219,0.4907552869618204,-0.7498458002477512,0
